F_INFO_WINDCODE,PRICE_DATE,F_NAV_UNIT,F_NAV_ACCUMULATED,F_NAV_ADJUSTED,IS_EXDIVIDENDDATE,F_NAV_DISTRIBUTION
510050.SH,20090710,2.52000000,3.12700000,3.26675044,0,0.1210
510050.SH,20090713,2.47200000,3.07000000,3.20452662,0,0.1210
510050.SH,20090714,2.55200000,3.16400000,3.30823299,0,0.1210
510050.SH,20090715,2.58000000,3.19800000,3.34453021,0,0.1210
510050.SH,20090716,2.60100000,3.22200000,3.37175313,0,0.1210
510050.SH,20090717,2.60800000,3.23100000,3.38082744,0,0.1210
510050.SH,20090720,2.65600000,3.28800000,3.44305126,0,0.1210
510050.SH,20090721,2.62700000,3.25300000,3.40545770,0,0.1210
510050.SH,20090722,2.68000000,3.31600000,3.47416317,0,0.1210
510050.SH,20090723,2.72000000,3.36300000,3.52601635,0,0.1210
510050.SH,20090724,2.74700000,3.39500000,3.56101725,0,0.1210
510050.SH,20090727,2.80700000,3.46600000,3.63879702,0,0.1210
510050.SH,20090728,2.80000000,3.45800000,3.62972271,0,0.1210
510050.SH,20090729,2.67400000,3.30900000,3.46638519,0,0.1210
510050.SH,20090730,2.75600000,3.40600000,3.57268421,0,0.1210
510050.SH,20090731,2.81900000,3.48000000,3.65435297,0,0.1210
510050.SH,20090803,2.84200000,3.50800000,3.68416855,0,0.1210
510050.SH,20090804,2.81600000,3.47700000,3.65046398,0,0.1210
510050.SH,20090805,2.77000000,3.42200000,3.59083283,0,0.1210
510050.SH,20090806,2.70700000,3.34800000,3.50916406,0,0.1210
510050.SH,20090807,2.64200000,3.27100000,3.42490264,0,0.1210
510050.SH,20090810,2.62100000,3.24600000,3.39767972,0,0.1210
510050.SH,20090811,2.62300000,3.24800000,3.40027238,0,0.1210
510050.SH,20090812,2.50300000,3.10600000,3.24471284,0,0.1210
510050.SH,20090813,2.53800000,3.14800000,3.29008437,0,0.1210
510050.SH,20090814,2.47300000,3.07100000,3.20582295,0,0.1210
510050.SH,20090817,2.33900000,2.91200000,3.03211479,0,0.1210
510050.SH,20090818,2.35300000,2.92900000,3.05026341,0,0.1210
510050.SH,20090819,2.24300000,2.79900000,2.90766716,0,0.1210
510050.SH,20090820,2.34400000,2.91800000,3.03859644,0,0.1210
510050.SH,20090821,2.37900000,2.96000000,3.08396798,0,0.1210
510050.SH,20090824,2.38000000,2.96100000,3.08526431,0,0.1210
510050.SH,20090825,2.27300000,2.83400000,2.94655704,0,0.1210
510050.SH,20090826,2.30700000,2.87400000,2.99063225,0,0.1210
510050.SH,20090827,2.29100000,2.85500000,2.96989098,0,0.1210
510050.SH,20090828,2.20800000,2.75700000,2.86229562,0,0.1210
510050.SH,20090831,2.06000000,2.58200000,2.67043885,0,0.1210
510050.SH,20090901,2.09000000,2.61700000,2.70932874,0,0.1210
510050.SH,20090902,2.13700000,2.67300000,2.77025623,0,0.1210
510050.SH,20090903,2.24200000,2.79700000,2.90637083,0,0.1210
510050.SH,20090904,2.24800000,2.80500000,2.91414881,0,0.1210
510050.SH,20090907,2.26400000,2.82300000,2.93489008,0,0.1210
510050.SH,20090908,2.30400000,2.87100000,2.98674326,0,0.1210
510050.SH,20090909,2.31400000,2.88300000,2.99970656,0,0.1210
510050.SH,20090910,2.29300000,2.85800000,2.97248364,0,0.1210
510050.SH,20090911,2.36300000,2.94100000,3.06322670,0,0.1210
510050.SH,20090914,2.39000000,2.97300000,3.09822760,0,0.1210
510050.SH,20090915,2.39100000,2.97400000,3.09952393,0,0.1210
510050.SH,20090916,2.34400000,2.91800000,3.03859644,0,0.1210
510050.SH,20090917,2.38800000,2.97000000,3.09563494,0,0.1210
510050.SH,20090918,2.30500000,2.87200000,2.98803959,0,0.1210
510050.SH,20090921,2.30100000,2.86700000,2.98285427,0,0.1210
510050.SH,20090922,2.24600000,2.80200000,2.91155615,0,0.1210
510050.SH,20090923,2.21300000,2.76300000,2.86877727,0,0.1210
510050.SH,20090924,2.24600000,2.80200000,2.91155615,0,0.1210
510050.SH,20090925,2.23800000,2.79300000,2.90118551,0,0.1210
510050.SH,20090928,2.17700000,2.72000000,2.82210941,0,0.1210
510050.SH,20090929,2.19200000,2.73800000,2.84155435,0,0.1210
510050.SH,20090930,2.21200000,2.76200000,2.86748094,0,0.1210
510050.SH,20091009,2.31900000,2.88900000,3.00618820,0,0.1210
510050.SH,20091012,2.30400000,2.87100000,2.98674326,0,0.1210
510050.SH,20091013,2.34200000,2.91600000,3.03600378,0,0.1210
510050.SH,20091014,2.36200000,2.93900000,3.06193037,0,0.1210
510050.SH,20091015,2.37200000,2.95100000,3.07489367,0,0.1210
510050.SH,20091016,2.36900000,2.94800000,3.07100468,0,0.1210
510050.SH,20091019,2.42200000,3.01100000,3.13971015,0,0.1210
510050.SH,20091020,2.46200000,3.05800000,3.19156333,0,0.1210
510050.SH,20091021,2.45500000,3.05000000,3.18248902,0,0.1210
510050.SH,20091022,2.43400000,3.02500000,3.15526610,0,0.1210
510050.SH,20091023,2.48500000,3.08500000,3.22137891,0,0.1210
510050.SH,20091026,2.48800000,3.08900000,3.22526790,0,0.1210
510050.SH,20091027,2.41900000,3.00700000,3.13582116,0,0.1210
510050.SH,20091028,2.41500000,3.00200000,3.13063584,0,0.1210
510050.SH,20091029,2.35500000,2.93100000,3.05285607,0,0.1210
510050.SH,20091030,2.38200000,2.96300000,3.08785696,0,0.1210
510050.SH,20091102,2.46800000,3.06500000,3.19934130,0,0.1210
510050.SH,20091103,2.49400000,3.09600000,3.23304587,0,0.1210
510050.SH,20091104,2.50900000,3.11400000,3.25249082,0,0.1210
510050.SH,20091105,2.51100000,3.11600000,3.25508347,0,0.1210
510050.SH,20091106,2.52000000,3.12700000,3.26675044,0,0.1210
510050.SH,20091109,2.52600000,3.13400000,3.27452842,0,0.1210
510050.SH,20091110,2.52700000,3.13500000,3.27582475,0,0.1210
510050.SH,20091111,2.51600000,3.12200000,3.26156512,0,0.1210
510050.SH,20091112,2.51400000,3.11900000,3.25897246,0,0.1210
510050.SH,20091113,2.52900000,3.13700000,3.27841741,0,0.1210
510050.SH,20091116,2.60500000,3.22700000,3.37693845,0,0.1210
510050.SH,20091117,2.60900000,3.23200000,3.38212377,0,0.1210
510050.SH,20091118,2.60900000,3.23200000,3.38212377,0,0.1210
510050.SH,20091119,2.60500000,3.22700000,3.37693845,0,0.1210
510050.SH,20091120,2.58500000,3.20300000,3.35101186,0,0.1210
510050.SH,20091123,2.59700000,3.21800000,3.36656782,0,0.1210
510050.SH,20091124,2.52800000,3.13600000,3.27712108,0,0.1210
510050.SH,20091125,2.57200000,3.18800000,3.33415958,0,0.1210
510050.SH,20091126,2.46500000,3.06100000,3.19545232,0,0.1210
510050.SH,20091127,2.39400000,2.97700000,3.10341292,0,0.1210
510050.SH,20091130,2.47300000,3.07100000,3.20582295,0,0.1210
510050.SH,20091201,2.49700000,3.09900000,3.23693486,0,0.1210
510050.SH,20091202,2.51800000,3.12400000,3.26415778,0,0.1210
510050.SH,20091203,2.50300000,3.10600000,3.24471284,0,0.1210
510050.SH,20091204,2.59000000,3.20900000,3.35749351,0,0.1210
510050.SH,20091207,2.59900000,3.22000000,3.36916047,0,0.1210
510050.SH,20091208,2.55700000,3.17000000,3.31471463,0,0.1210
510050.SH,20091209,2.50000000,3.10300000,3.24082385,0,0.1210
510050.SH,20091210,2.51400000,3.11900000,3.25897246,0,0.1210
510050.SH,20091211,2.51200000,3.11700000,3.25637980,0,0.1210
510050.SH,20091214,2.55800000,3.17200000,3.31601096,0,0.1210
510050.SH,20091215,2.52900000,3.13700000,3.27841741,0,0.1210
510050.SH,20091216,2.51700000,3.12300000,3.26286145,0,0.1210
510050.SH,20091217,2.46900000,3.06600000,3.20063763,0,0.1210
510050.SH,20091218,2.42900000,3.01900000,3.14878445,0,0.1210
510050.SH,20091221,2.41700000,3.00500000,3.13322850,0,0.1210
510050.SH,20091222,2.36200000,2.93900000,3.06193037,0,0.1210
510050.SH,20091223,2.37600000,2.95600000,3.08007899,0,0.1210
510050.SH,20091224,2.43500000,3.02600000,3.15656243,0,0.1210
510050.SH,20091225,2.41200000,2.99900000,3.12674685,0,0.1210
510050.SH,20091228,2.44900000,3.04200000,3.17471104,0,0.1210
510050.SH,20091229,2.47200000,3.07000000,3.20452662,0,0.1210
510050.SH,20091230,2.54100000,3.15100000,3.29397336,0,0.1210
510050.SH,20091231,2.55200000,3.16400000,3.30823299,0,0.1210
510050.SH,20100104,2.51300000,3.11800000,3.25767613,0,0.1210
510050.SH,20100105,2.54100000,3.15100000,3.29397336,0,0.1210
510050.SH,20100106,2.51100000,3.11600000,3.25508347,0,0.1210
510050.SH,20100107,2.46100000,3.05700000,3.19026700,0,0.1210
510050.SH,20100108,2.46200000,3.05800000,3.19156333,0,0.1210
510050.SH,20100111,2.47300000,3.07100000,3.20582295,0,0.1210
510050.SH,20100112,2.50300000,3.10600000,3.24471284,0,0.1210
510050.SH,20100113,2.39600000,2.98000000,3.10600558,0,0.1210
510050.SH,20100114,2.41900000,3.00700000,3.13582116,0,0.1210
510050.SH,20100115,2.42500000,3.01400000,3.14359913,0,0.1210
510050.SH,20100118,2.41900000,3.00700000,3.13582116,0,0.1210
510050.SH,20100119,2.43100000,3.02100000,3.15137711,0,0.1210
510050.SH,20100120,2.36000000,2.93700000,3.05933771,0,0.1210
510050.SH,20100121,2.37800000,2.95800000,3.08267165,0,0.1210
510050.SH,20100122,2.38100000,2.96200000,3.08656063,0,0.1210
510050.SH,20100125,2.35400000,2.93000000,3.05155974,0,0.1210
510050.SH,20100126,2.31300000,2.88100000,2.99841023,0,0.1210
510050.SH,20100127,2.26500000,2.82500000,2.93618641,0,0.1210
510050.SH,20100128,2.25300000,2.81000000,2.92063045,0,0.1210
510050.SH,20100129,2.24400000,2.80000000,2.90896349,0,0.1210
510050.SH,20100201,2.21200000,2.76200000,2.86748094,0,0.1210
510050.SH,20100202,2.21700000,2.76800000,2.87396259,0,0.1210
510050.SH,20100203,2.28000000,2.84200000,2.95563135,0,0.1210
510050.SH,20100204,2.26400000,2.82300000,2.93489008,0,0.1210
510050.SH,20100205,2.22200000,2.77400000,2.88044424,0,0.1210
510050.SH,20100208,2.21300000,2.76300000,2.86877727,0,0.1210
510050.SH,20100209,2.23100000,2.78400000,2.89211120,0,0.1210
510050.SH,20100210,2.26200000,2.82100000,2.93229742,0,0.1210
510050.SH,20100211,2.26800000,2.82800000,2.94007540,0,0.1210
510050.SH,20100212,2.28700000,2.85100000,2.96470566,0,0.1210
510050.SH,20100222,2.27100000,2.83200000,2.94396439,0,0.1210
510050.SH,20100223,2.23000000,2.78300000,2.89081487,0,0.1210
510050.SH,20100224,2.25400000,2.81200000,2.92192678,0,0.1210
510050.SH,20100225,2.28500000,2.84800000,2.96211300,0,0.1210
510050.SH,20100226,2.27700000,2.83900000,2.95174236,0,0.1210
510050.SH,20100301,2.31300000,2.88100000,2.99841023,0,0.1210
510050.SH,20100302,2.30400000,2.87100000,2.98674326,0,0.1210
510050.SH,20100303,2.31400000,2.88300000,2.99970656,0,0.1210
510050.SH,20100304,2.26500000,2.82500000,2.93618641,0,0.1210
510050.SH,20100305,2.27100000,2.83200000,2.94396439,0,0.1210
510050.SH,20100308,2.28700000,2.85100000,2.96470566,0,0.1210
510050.SH,20100309,2.30500000,2.87200000,2.98803959,0,0.1210
510050.SH,20100310,2.29500000,2.86000000,2.97507629,0,0.1210
510050.SH,20100311,2.30200000,2.86800000,2.98415060,0,0.1210
510050.SH,20100312,2.27600000,2.83800000,2.95044603,0,0.1210
510050.SH,20100315,2.24100000,2.79600000,2.90507450,0,0.1210
510050.SH,20100316,2.26200000,2.82100000,2.93229742,0,0.1210
510050.SH,20100317,2.30800000,2.87600000,2.99192858,0,0.1210
510050.SH,20100318,2.29600000,2.86100000,2.97637262,0,0.1210
510050.SH,20100319,2.31200000,2.88000000,2.99711390,0,0.1210
510050.SH,20100322,2.31800000,2.88700000,3.00489187,0,0.1210
510050.SH,20100323,2.29300000,2.85800000,2.97248364,0,0.1210
510050.SH,20100324,2.29300000,2.85800000,2.97248364,0,0.1210
510050.SH,20100325,2.26000000,2.81900000,2.92970476,0,0.1210
510050.SH,20100326,2.29400000,2.85900000,2.97377996,0,0.1210
510050.SH,20100329,2.36400000,2.94200000,3.06452303,0,0.1210
510050.SH,20100330,2.36900000,2.94800000,3.07100468,0,0.1210
510050.SH,20100331,2.35000000,2.92500000,3.04637442,0,0.1210
510050.SH,20100401,2.37600000,2.95600000,3.08007899,0,0.1210
510050.SH,20100402,2.37800000,2.95800000,3.08267165,0,0.1210
510050.SH,20100406,2.37700000,2.95700000,3.08137532,0,0.1210
510050.SH,20100407,2.36100000,2.93800000,3.06063404,0,0.1210
510050.SH,20100408,2.32500000,2.89600000,3.01396618,0,0.1210
510050.SH,20100409,2.34500000,2.91900000,3.03989277,0,0.1210
510050.SH,20100412,2.31800000,2.88700000,3.00489187,0,0.1210
510050.SH,20100413,2.36500000,2.94300000,3.06581936,0,0.1210
510050.SH,20100414,2.36700000,2.94500000,3.06841202,0,0.1210
510050.SH,20100415,2.36600000,2.94400000,3.06711569,0,0.1210
510050.SH,20100416,2.32900000,2.90000000,3.01915150,0,0.1210
510050.SH,20100419,2.21000000,2.76000000,2.86488828,0,0.1210
510050.SH,20100420,2.20400000,2.75200000,2.85711031,0,0.1210
510050.SH,20100421,2.23800000,2.79300000,2.90118551,0,0.1210
510050.SH,20100422,2.19500000,2.74200000,2.84544334,0,0.1210
510050.SH,20100423,2.18400000,2.72900000,2.83118372,0,0.1210
510050.SH,20100426,2.16900000,2.71100000,2.81173877,0,0.1210
510050.SH,20100427,2.13000000,2.66500000,2.76118192,0,0.1210
510050.SH,20100428,2.12400000,2.65800000,2.75340394,0,0.1210
510050.SH,20100429,2.12300000,2.65700000,2.75210761,0,0.1210
510050.SH,20100430,2.14800000,2.68600000,2.78451585,0,0.1210
510050.SH,20100504,2.11200000,2.64400000,2.73784799,0,0.1210
510050.SH,20100505,2.11500000,2.64700000,2.74173698,0,0.1210
510050.SH,20100506,2.01500000,2.52900000,2.61210402,0,0.1210
510050.SH,20100507,1.98800000,2.49700000,2.57710313,0,0.1210
510050.SH,20100510,2.01500000,2.52900000,2.61210402,0,0.1210
510050.SH,20100511,1.97600000,2.48300000,2.56154717,0,0.1210
510050.SH,20100512,2.00900000,2.52200000,2.60432605,0,0.1210
510050.SH,20100513,2.05000000,2.57000000,2.65747556,0,0.1210
510050.SH,20100514,2.02800000,2.54400000,2.62895631,0,0.1210
510050.SH,20100517,1.93700000,2.43600000,2.51099032,0,0.1210
510050.SH,20100518,1.97900000,2.48600000,2.56543616,0,0.1210
510050.SH,20100519,1.96700000,2.47200000,2.54988021,0,0.1210
510050.SH,20100520,1.93500000,2.43400000,2.50839766,0,0.1210
510050.SH,20100521,1.95300000,2.45500000,2.53173159,0,0.1210
510050.SH,20100524,2.01700000,2.53100000,2.61469668,0,0.1210
510050.SH,20100525,1.96800000,2.47300000,2.55117653,0,0.1210
510050.SH,20100526,1.96700000,2.47200000,2.54988021,0,0.1210
510050.SH,20100527,1.99400000,2.50400000,2.58488110,0,0.1210
510050.SH,20100528,1.98500000,2.49300000,2.57321414,0,0.1210
510050.SH,20100531,1.93900000,2.43900000,2.51358298,0,0.1210
510050.SH,20100601,1.92400000,2.42100000,2.49413803,0,0.1210
510050.SH,20100602,1.92200000,2.41900000,2.49154538,0,0.1210
510050.SH,20100603,1.91000000,2.40400000,2.47598942,0,0.1210
510050.SH,20100604,1.91000000,2.40400000,2.47598942,0,0.1210
510050.SH,20100607,1.86900000,2.35600000,2.42283991,0,0.1210
510050.SH,20100608,1.86100000,2.34600000,2.41246927,0,0.1210
510050.SH,20100609,1.92300000,2.42000000,2.49284171,0,0.1210
510050.SH,20100610,1.89000000,2.38100000,2.45006283,0,0.1210
510050.SH,20100611,1.89900000,2.39100000,2.46172980,0,0.1210
510050.SH,20100617,1.89700000,2.38900000,2.45913714,0,0.1210
510050.SH,20100618,1.88700000,2.37700000,2.44617384,0,0.1210
510050.SH,20100621,1.94900000,2.45100000,2.52654627,0,0.1210
510050.SH,20100622,1.94600000,2.44700000,2.52265728,0,0.1210
510050.SH,20100623,1.92900000,2.42700000,2.50061968,0,0.1210
510050.SH,20100624,1.93100000,2.42900000,2.50321234,0,0.1210
510050.SH,20100625,1.93400000,2.43300000,2.50710133,0,0.1210
510050.SH,20100628,1.92900000,2.42700000,2.50061968,0,0.1210
510050.SH,20100629,1.85300000,2.33700000,2.40209864,0,0.1210
510050.SH,20100630,1.84100000,2.32300000,2.38654268,0,0.1210
510050.SH,20100701,1.82400000,2.30300000,2.36450508,0,0.1210
510050.SH,20100702,1.83700000,2.31800000,2.38135736,0,0.1210
510050.SH,20100705,1.82300000,2.30100000,2.36320875,0,0.1210
510050.SH,20100706,1.85200000,2.33600000,2.40080231,0,0.1210
510050.SH,20100707,1.85600000,2.34000000,2.40598763,0,0.1210
510050.SH,20100708,1.85600000,2.34000000,2.40598763,0,0.1210
510050.SH,20100709,1.89900000,2.39100000,2.46172980,0,0.1210
510050.SH,20100712,1.91500000,2.41000000,2.48247107,0,0.1210
510050.SH,20100713,1.88700000,2.37700000,2.44617384,0,0.1210
510050.SH,20100714,1.90200000,2.39500000,2.46561879,0,0.1210
510050.SH,20100715,1.86900000,2.35600000,2.42283991,0,0.1210
510050.SH,20100716,1.86900000,2.35600000,2.42283991,0,0.1210
510050.SH,20100719,1.90900000,2.40300000,2.47469309,0,0.1210
510050.SH,20100720,1.94100000,2.44100000,2.51617564,0,0.1210
510050.SH,20100721,1.94500000,2.44600000,2.52136096,0,0.1210
510050.SH,20100722,1.96500000,2.46900000,2.54728755,0,0.1210
510050.SH,20100723,1.97600000,2.48300000,2.56154717,0,0.1210
510050.SH,20100726,1.98300000,2.49100000,2.57062148,0,0.1210
510050.SH,20100727,1.96700000,2.47200000,2.54988021,0,0.1210
510050.SH,20100728,2.01400000,2.52800000,2.61080769,0,0.1210
510050.SH,20100729,2.02400000,2.53900000,2.62377099,0,0.1210
510050.SH,20100730,2.01800000,2.53200000,2.61599301,0,0.1210
510050.SH,20100802,2.04700000,2.56700000,2.65358657,0,0.1210
510050.SH,20100803,2.01000000,2.52300000,2.60562238,0,0.1210
510050.SH,20100804,2.01300000,2.52600000,2.60951136,0,0.1210
510050.SH,20100805,1.98500000,2.49300000,2.57321414,0,0.1210
510050.SH,20100806,2.01100000,2.52400000,2.60691870,0,0.1210
510050.SH,20100809,2.02000000,2.53500000,2.61858567,0,0.1210
510050.SH,20100810,1.96700000,2.47200000,2.54988021,0,0.1210
510050.SH,20100811,1.97200000,2.47800000,2.55636185,0,0.1210
510050.SH,20100812,1.94700000,2.44800000,2.52395361,0,0.1210
510050.SH,20100813,1.96300000,2.46700000,2.54469489,0,0.1210
510050.SH,20100816,2.00400000,2.51600000,2.59784440,0,0.1210
510050.SH,20100817,2.01400000,2.52800000,2.61080769,0,0.1210
510050.SH,20100818,2.00800000,2.52000000,2.60302972,0,0.1210
510050.SH,20100819,2.02800000,2.54400000,2.62895631,0,0.1210
510050.SH,20100820,2.00100000,2.51200000,2.59395541,0,0.1210
510050.SH,20100823,1.99700000,2.50700000,2.58877009,0,0.1210
510050.SH,20100824,1.99400000,2.50400000,2.58488110,0,0.1210
510050.SH,20100825,1.94900000,2.45100000,2.52654627,0,0.1210
510050.SH,20100826,1.94800000,2.44900000,2.52524994,0,0.1210
510050.SH,20100827,1.95200000,2.45400000,2.53043526,0,0.1210
510050.SH,20100830,1.97700000,2.48400000,2.56284350,0,0.1210
510050.SH,20100831,1.95800000,2.46100000,2.53821324,0,0.1210
510050.SH,20100901,1.95200000,2.45400000,2.53043526,0,0.1210
510050.SH,20100902,1.96900000,2.47400000,2.55247286,0,0.1210
510050.SH,20100903,1.96200000,2.46600000,2.54339856,0,0.1210
510050.SH,20100906,2.00800000,2.52000000,2.60302972,0,0.1210
510050.SH,20100907,2.00500000,2.51700000,2.59914073,0,0.1210
510050.SH,20100908,1.98800000,2.49700000,2.57710313,0,0.1210
510050.SH,20100909,1.95100000,2.45300000,2.52913893,0,0.1210
510050.SH,20100910,1.94800000,2.44900000,2.52524994,0,0.1210
510050.SH,20100913,1.95600000,2.45900000,2.53562058,0,0.1210
510050.SH,20100914,1.96000000,2.46400000,2.54080590,0,0.1210
510050.SH,20100915,1.92800000,2.42600000,2.49932335,0,0.1210
510050.SH,20100916,1.89300000,2.38400000,2.45395182,0,0.1210
510050.SH,20100917,1.89300000,2.38400000,2.45395182,0,0.1210
510050.SH,20100920,1.89600000,2.38800000,2.45784081,0,0.1210
510050.SH,20100921,1.90000000,2.39300000,2.46302613,0,0.1210
510050.SH,20100927,1.91600000,2.41100000,2.48376740,0,0.1210
510050.SH,20100928,1.89900000,2.39100000,2.46172980,0,0.1210
510050.SH,20100929,1.90400000,2.39700000,2.46821144,0,0.1210
510050.SH,20100930,1.94900000,2.45100000,2.52654627,0,0.1210
510050.SH,20101008,2.02600000,2.54200000,2.62636365,0,0.1210
510050.SH,20101011,2.10100000,2.63000000,2.72358836,0,0.1210
510050.SH,20101012,2.12500000,2.65900000,2.75470027,0,0.1210
510050.SH,20101013,2.15900000,2.69900000,2.79877548,0,0.1210
510050.SH,20101014,2.19000000,2.73600000,2.83896169,0,0.1210
510050.SH,20101015,2.28000000,2.84200000,2.95563135,0,0.1210
510050.SH,20101018,2.26800000,2.82800000,2.94007540,0,0.1210
510050.SH,20101019,2.30400000,2.87100000,2.98674326,0,0.1210
510050.SH,20101020,2.31000000,2.87800000,2.99452124,0,0.1210
510050.SH,20101021,2.27100000,2.83200000,2.94396439,0,0.1210
510050.SH,20101022,2.25800000,2.81600000,2.92711210,0,0.1210
510050.SH,20101025,2.31900000,2.88900000,3.00618820,0,0.1210
510050.SH,20101026,2.29800000,2.86400000,2.97896528,0,0.1210
510050.SH,20101027,2.25100000,2.80800000,2.91803779,0,0.1210
510050.SH,20101028,2.25000000,2.80700000,2.91674147,0,0.1210
510050.SH,20101029,2.21600000,2.76700000,2.87266626,0,0.1210
510050.SH,20101101,2.26500000,2.82500000,2.93618641,0,0.1210
510050.SH,20101102,2.25800000,2.81600000,2.92711210,0,0.1210
510050.SH,20101103,2.25200000,2.80900000,2.91933412,0,0.1210
510050.SH,20101104,2.28000000,2.84200000,2.95563135,0,0.1210
510050.SH,20101105,2.30200000,2.86800000,2.98415060,0,0.1210
510050.SH,20101108,2.31400000,2.88300000,2.99970656,0,0.1210
510050.SH,20101109,2.28100000,2.84400000,2.95692768,0,0.1210
510050.SH,20101110,2.24900000,2.80600000,2.91544514,0,0.1210
510050.SH,20101111,2.27500000,2.83600000,2.94914970,0,0.1210
510050.SH,20101112,2.15300000,2.69200000,2.79099750,0,0.1210
510050.SH,20101115,2.14500000,2.68300000,2.78062686,0,0.1210
510050.SH,20101116,2.02100000,2.56700000,2.65202778,1,0.1470
510050.SH,20101117,2.00200000,2.54400000,2.62709531,0,0.1470
510050.SH,20101118,2.02600000,2.57200000,2.65858896,0,0.1470
510050.SH,20101119,2.02800000,2.57500000,2.66121343,0,0.1470
510050.SH,20101122,2.00700000,2.55000000,2.63365649,0,0.1470
510050.SH,20101123,1.96900000,2.50500000,2.58379154,0,0.1470
510050.SH,20101124,2.00800000,2.55100000,2.63496872,0,0.1470
510050.SH,20101125,2.03700000,2.58600000,2.67302355,0,0.1470
510050.SH,20101126,2.01400000,2.55800000,2.64284214,0,0.1470
510050.SH,20101129,2.00800000,2.55100000,2.63496872,0,0.1470
510050.SH,20101130,1.97600000,2.51300000,2.59297719,0,0.1470
510050.SH,20101201,1.98000000,2.51800000,2.59822613,0,0.1470
510050.SH,20101202,1.99300000,2.53300000,2.61528519,0,0.1470
510050.SH,20101203,2.00300000,2.54500000,2.62840755,0,0.1470
510050.SH,20101206,2.02700000,2.57400000,2.65990120,0,0.1470
510050.SH,20101207,2.04300000,2.59300000,2.68089696,0,0.1470
510050.SH,20101208,2.01500000,2.55900000,2.64415437,0,0.1470
510050.SH,20101209,1.99300000,2.53300000,2.61528519,0,0.1470
510050.SH,20101210,2.01800000,2.56300000,2.64809108,0,0.1470
510050.SH,20101213,2.07000000,2.62500000,2.71632732,0,0.1470
510050.SH,20101214,2.06600000,2.62000000,2.71107838,0,0.1470
510050.SH,20101215,2.05100000,2.60200000,2.69139485,0,0.1470
510050.SH,20101216,2.03300000,2.58100000,2.66777461,0,0.1470
510050.SH,20101217,2.02900000,2.57600000,2.66252567,0,0.1470
510050.SH,20101220,1.99600000,2.53700000,2.61922190,0,0.1470
510050.SH,20101221,2.04600000,2.59600000,2.68483367,0,0.1470
510050.SH,20101222,2.01800000,2.56300000,2.64809108,0,0.1470
510050.SH,20101223,2.01500000,2.55900000,2.64415437,0,0.1470
510050.SH,20101224,2.01000000,2.55400000,2.63759319,0,0.1470
510050.SH,20101227,1.97400000,2.51100000,2.59035272,0,0.1470
510050.SH,20101228,1.94700000,2.47900000,2.55492236,0,0.1470
510050.SH,20101229,1.95000000,2.48300000,2.55885907,0,0.1470
510050.SH,20101230,1.94100000,2.47200000,2.54704895,0,0.1470
510050.SH,20101231,1.97200000,2.50900000,2.58772825,0,0.1470
510050.SH,20110104,2.01000000,2.55400000,2.63759319,0,0.1470
510050.SH,20110105,1.99400000,2.53500000,2.61659743,0,0.1470
510050.SH,20110106,1.97900000,2.51700000,2.59691390,0,0.1470
510050.SH,20110107,2.00100000,2.54300000,2.62578308,0,0.1470
510050.SH,20110110,1.97100000,2.50700000,2.58641601,0,0.1470
510050.SH,20110111,1.99500000,2.53600000,2.61790966,0,0.1470
510050.SH,20110112,2.01300000,2.55700000,2.64152990,0,0.1470
510050.SH,20110113,2.01000000,2.55400000,2.63759319,0,0.1470
510050.SH,20110114,1.97800000,2.51600000,2.59560166,0,0.1470
510050.SH,20110117,1.91500000,2.44100000,2.51293083,0,0.1470
510050.SH,20110118,1.92000000,2.44700000,2.51949201,0,0.1470
510050.SH,20110119,1.95000000,2.48300000,2.55885907,0,0.1470
510050.SH,20110120,1.89200000,2.41400000,2.48274941,0,0.1470
510050.SH,20110121,1.92200000,2.44900000,2.52211648,0,0.1470
510050.SH,20110124,1.90800000,2.43300000,2.50374518,0,0.1470
510050.SH,20110125,1.90700000,2.43200000,2.50243295,0,0.1470
510050.SH,20110126,1.92200000,2.44900000,2.52211648,0,0.1470
510050.SH,20110127,1.94500000,2.47700000,2.55229789,0,0.1470
510050.SH,20110128,1.94000000,2.47100000,2.54573671,0,0.1470
510050.SH,20110131,1.95900000,2.49300000,2.57066919,0,0.1470
510050.SH,20110201,1.96500000,2.50000000,2.57854260,0,0.1470
510050.SH,20110209,1.93800000,2.46800000,2.54311224,0,0.1470
510050.SH,20110210,1.97100000,2.50700000,2.58641601,0,0.1470
510050.SH,20110211,1.97200000,2.50900000,2.58772825,0,0.1470
510050.SH,20110214,2.04100000,2.59000000,2.67827249,0,0.1470
510050.SH,20110215,2.03600000,2.58400000,2.67171132,0,0.1470
510050.SH,20110216,2.04400000,2.59400000,2.68220920,0,0.1470
510050.SH,20110217,2.04000000,2.58900000,2.67696026,0,0.1470
510050.SH,20110218,2.02300000,2.56900000,2.65465225,0,0.1470
510050.SH,20110221,2.03900000,2.58800000,2.67564802,0,0.1470
510050.SH,20110222,1.98400000,2.52300000,2.60347507,0,0.1470
510050.SH,20110223,1.98900000,2.52900000,2.61003625,0,0.1470
510050.SH,20110224,1.99500000,2.53600000,2.61790966,0,0.1470
510050.SH,20110225,1.99800000,2.53900000,2.62184637,0,0.1470
510050.SH,20110228,2.01200000,2.55600000,2.64021767,0,0.1470
510050.SH,20110301,2.02600000,2.57200000,2.65858896,0,0.1470
